노선명,시도명,시군구명,도로구간-기점,도로구간-종점,도로구간-기점(위도),도로구간-기점(경도),도로구간-종점(위도),도로구간-종점(경도),총길이(km),자전거도로너비(m),자전거도로종류,자전거도로고시유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경수대로,경기도,수원시,경기도 수원시 장안구 영화동 87,경기도 수원시 장안구 연무동 182-3,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.66,1.7,자전거보행자겸용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
월드컵로,경기도,수원시,경기도 수원시 팔달구 우만동 16,경기도 수원시 영통구 이의동 1322-1,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,1.64,2,자전거보행자겸용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
월드컵로,경기도,수원시,경기도 수원시 팔달구 우만동 582,경기도 수원시 팔달구 우만동 533-1,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,1.08,1.5,자전거보행자겸용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
성서로,대구광역시,달서구,대구광역시 달서구 이곡동 1309,대구광역시 달서구 대천동 697,35.89325065237276,128.5126198,35.883239750888364,128.4988061,2.125,4,자전거보행자겸용도로,N,대구광역시 달서구청 건설과,053-667-2821,2024-07-11,3470000,대구광역시 달서구
인동가산로6-21,경상북도,구미시,경상북도 구미시 구평동 107-14,경상북도 구미시 신동 225-1,36.092326,128.453842,36.094792,128.465435,0.05,2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
인동가산로6-22,경상북도,구미시,경상북도 구미시 구평동 107-14,경상북도 구미시 신동 225-1,36.092326,128.453842,36.094792,128.465435,0.05,2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
인동가산로6-23,경상북도,구미시,경상북도 구미시 구평동 107-14,경상북도 구미시 신동 225-1,36.092326,128.453842,36.094792,128.465435,0.05,2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
인동가산로6-24,경상북도,구미시,경상북도 구미시 구평동 107-14,경상북도 구미시 신동 225-1,36.092326,128.453842,36.094792,128.465435,0.01,2,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
권선로908번길,경기도,수원시,경기도 수원시 영통구 신동 503-17,경기도 수원시 영통구 신동 529-15,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.41,2.5,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
권선로882번길,경기도,수원시,경기도 수원시 영통구 신동 932,경기도 수원시 영통구 신동 947-8,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.23,2,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
권선로882번길,경기도,수원시,경기도 수원시 영통구 신동 947-8,경기도 수원시 영통구 신동 939,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.23,1.5,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
덕영대로,경기도,수원시,경기도 수원시 영통구 신동 941,경기도 수원시 권선구 권선동 1326-1,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.84,1.5,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
영통로130번길,경기도,수원시,경기도 수원시 영통구 망포동 509-5,경기도 수원시 영통구 망포동 509-2,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.14,2.4,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
봉영로,경기도,수원시,경기도 수원시 영통구 망포동 509-2,경기도 수원시 영통구 망포동 482-4,36.50924091271207,127.76077432844657,36.288553499407755,128.1242231867607,0.57,4,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
삼성로,경기도,수원시,경기도 수원시 영통구 신동 951,경기도 수원시 영통구 신동 506-16,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.147,1.5,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
권선로908번길,경기도,수원시,경기도 수원시 영통구 신동 950-8,경기도 수원시 영통구 신동 937,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.112,1.5,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
권선로908번길,경기도,수원시,경기도 수원시 영통구 신동 936-6,경기도 수원시 영통구 신동 936,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.09,2,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
권선로882번길,경기도,수원시,경기도 수원시 영통구 신동 949-2,경기도 수원시 영통구 신동 949,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.11,3,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
권선로908번길,경기도,수원시,경기도 수원시 영통구 신동 938-7,경기도 수원시 영통구 신동 950-8,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.153,1.5,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
효원로,경기도,수원시,경기도 수원시 팔달구 인계동 1127-1,경기도 수원시 팔달구 인계동 1122-12,36.50924091271207,127.76077432844657,36.288553499407755,128.1242231867607,0.141,2.1,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
왕소나무길,경기도,수원시,경기도 수원시 권선구 입북동 122-3,경기도 수원시 권선구 입북동 144-14,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.39,1.5,자전거전용차로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
왕소나무길,경기도,수원시,경기도 수원시 권선구 입북동 157-21,경기도 수원시 권선구 입북동 822,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.39,1.5,자전거전용차로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
서수원로,경기도,수원시,경기도 수원시 권선구 오목천동 275-5,경기도 수원시 권선구 금곡동 1115,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,2.125,1.5,자전거전용차로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
서수원로,경기도,수원시,경기도 수원시 권선구 오목천동 274-1,경기도 수원시 권선구 금곡동 199,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,2.125,1.5,자전거전용차로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
광교산로,경기도,수원시,경기도 수원시 장안구 상광교동 413-2,경기도 수원시 장안구 하광교동 393-2,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,2.125,2.6,자전거전용차로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
수일로219번길,경기도,수원시,경기도 수원시 장안구 조원동 59-6,경기도 수원시 장안구 조원동 910,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.16,1.5,자전거전용차로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
수일로219번길,경기도,수원시,경기도 수원시 장안구 조원동 53-2,경기도 수원시 장안구 조원동 59-6,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.16,1.5,자전거전용차로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
창룡대로,경기도,수원시,경기도 수원시 장안구 연무동 260-41,경기도 수원시 장안구 연무동 260-33,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.15,1.2,자전거전용차로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
월드컵로,경기도,수원시,경기도 수원시 영통구 원천동 596,경기도 수원시 영통구 원천동 576-3,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,1.39,2,자전거보행자겸용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
산호대로1R-1,경상북도,구미시,경상북도 구미시 공단동 343,경상북도 구미시 거의동 620-1,36.122744,128.385736,36.136895,128.412455,0.05,4,자전거보행자겸용도로,N,경상북도 구미시청,054-480-5485,2025-02-20,5080000,경상북도 구미시
태봉로,경기도,포천시,통일대입구,대방노블랜드,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,2,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
송우로,경기도,포천시,송우사거리,송우로132번길,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.0,2,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
송선로,경기도,포천시,태봉공원앞,태봉마을입구,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.8,2,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
시도14호선R,경기도,포천시,태봉마을입구,자작로,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,1.5,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
시도14호선L,경기도,포천시,태봉마을입구,자작로,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,1.5,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
시도7호선R,경기도,포천시,임봉교,오가교차로,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,1.5,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
시도7호선L,경기도,포천시,오가교차로,임봉교,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,1.5,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
송우천제방,경기도,포천시,호국로,송선로,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.8,3,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
시도27호선,경기도,포천시,관인초교교차로,초과사거리,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.1,2.5,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
(창동로)R,경기도,포천시,관인초교교차로,초과사거리,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.1,2.5,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
시도27호선,경기도,포천시,고인돌사거리,가산2교차로,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.1,3.5,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
(창동로)L,경기도,포천시,가산2교차로,고인돌사거리,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.3,3.5,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
국도87호선R,경기도,포천시,창수면사무소,새터입구,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.1,3,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
국도87호선L,경기도,포천시,고모리 282-9,직동리 467,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,3,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
추동천,경기도,포천시,무봉사거리,무봉리 458-33,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.4,2.2,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
시도29호선R,경기도,포천시,고모리 282-9,직동리 467,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,3,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
리도201호선,경기도,포천시,운천안길,문암삼거리,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.9,1.7,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
시도29호선L,경기도,포천시,문암삼거리,운천안길,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.9,1.7,자전거보행자겸용도로,N,경기도 포천시청,054-480-5485,2024-11-14,5600000,경기도 포천시
남조천 자전거길,충청북도,단양군,충청북도 단양군 대강면 두음리 694(대강 장림교),충청북도 단양군 대강면 사인암리 5-1(대강 사인암삼거리),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,3,자전거보행자겸용도로,Y,충청북도 단양군,043-420-2814,2024-10-11,4480000,충청북도 단양군
남한강 자전거길,충청북도,단양군,충청북도 단양군 단양읍 별곡리 117(단양생태체육공원),충청북도 단양군 단양읍 별곡리 117(단양생태체육공원),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.4,3.1,자전거보행자겸용도로,Y,충청북도 단양군,043-420-2814,2024-10-11,4480000,충청북도 단양군
도담삼봉 자전거길,충청북도,단양군,충청북도 단양군 단양읍 별곡리 117(단양생태체육공원),충청북도 단양군 매포읍 하괴리 산 20-40(도담삼봉),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.8,3,자전거보행자겸용도로,Y,충청북도 단양군,043-420-2814,2024-10-11,4480000,충청북도 단양군
서부로,경기도,수원시,경기도 수원시 장안구 이목동 626,경기도 수원시 장안구 이목동 산 99-1,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.38,1.4,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
서부로,경기도,수원시,경기도 수원시 장안구 이목동 259-1,경기도 수원시 장안구 율전동 40-23,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,1.35,1.4,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
효원로,경기도,수원시,경기도 수원시 영통구 매탄동 1353,경기도 수원시 팔달구 인계동 1122-10,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.24,1.8,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
효원로,경기도,수원시,경기도 수원시 팔달구 인계동 1127,경기도 수원시 영통구 매탄동 1154,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.38,2,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
정자로,경기도,수원시,경기도 수원시 장안구 천천동 570-2,경기도 수원시 장안구 정자동 927,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.85,1.4,자전거보행자겸용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
삼성로,경기도,수원시,경기도 수원시 영통구 신동 503-21,경기도 수원시 영통구 신동 507-31,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.19,1.5,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
삼성로,경기도,수원시,경기도 수원시 영통구 신동 507-83,경기도 수원시 영통구 신동 506-28,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.18,2.6,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
권선로908번길,경기도,수원시,경기도 수원시 영통구 신동 529-15,경기도 수원시 영통구 신동 503-17,36.50924091271207,127.76077432844657,36.531741748519394,127.76873996690176,0.42,2,자전거전용도로,Y,경기도 수원시청,031-228-3426,2024-08-03,3740000,경기도 수원시
한강대로(서측),서울특별시,용산구,서울특별시 용산구 청파동2가(숙대입구역 교차로),서울특별시 용산구 이촌동(한강대교북단교차로),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
한강대로(동측),서울특별시,용산구,서울특별시 용산구 이촌동(한강대교북단교차로),서울특별시 용산구 청파동2가(숙대입구역 교차로),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
원효로(서측),서울특별시,용산구,서울특별시 용산구 원효로1가(남영역교차로),서울특별시 용산구 원효로4가 118-16 (산호아파트),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.1,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
원효로(동측),서울특별시,용산구,서울특별시 용산구 원효로4가 118-16 (산호아파트),서울특별시 용산구 원효로1가(남영역교차로),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.1,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
이태원로(서측),서울특별시,용산구,서울특별시 용산구 한남동(북한남삼거리),서울특별시 용산구 용산동4가(녹사평역교차로),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.7,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
이태원로(동측),서울특별시,용산구,서울특별시 용산구 용산동4가(녹사평역교차로),서울특별시 용산구 한남동(북한남삼거리),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.7,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
백범로(남측),서울특별시,용산구,서울특별시 마포구 공덕동(공덕오거리),서울특별시 용산구 한강로1가(삼각지교차로),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
백범로(북측),서울특별시,용산구,서울특별시 용산구 한강로1가(삼각지교차로),서울특별시 마포구 공덕동(공덕오거리),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
청파로(서측),서울특별시,용산구,서울특별시 용산구 동자동 43-205(서울역),서울특별시 용산구 원효로1가(남영역교차로),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.5,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
청파로(동측),서울특별시,용산구,서울특별시 용산구 원효로1가(남영역교차로),서울특별시 용산구 동자동 43-205(서울역),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.5,3.2,자전거보행자겸용도로,N,서울특별시 서부도로사업소,054-480-5485,2024-07-31,3020000,서울특별시 용산구
서빙고로,서울특별시,용산구,서울특별시 용산구 서빙고동(서빙고역교차로),서울특별시 용산구 서빙고동(미군게이트),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.21,1.3,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
서빙고로,서울특별시,용산구,서울특별시 용산구 용산동6가(동작대교램프),서울특별시 용산구 용산동6가 168-6(국립중앙박물관),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.8,2,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
이태원로,서울특별시,용산구,서울특별시 용산구 용산동4가(녹사평역),서울특별시 용산구 용산동1가(전쟁기념관),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.0,2,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
이태원로,서울특별시,용산구,서울특별시 용산구 용산동3가(국방부),서울특별시 용산구 용산동4가(녹사평역),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.78,2,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
녹사평대로,서울특별시,용산구,서울특별시 용산구 용산동4가(녹사평역),서울특별시 용산구 동빙고동(한강중학교 앞),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.19,2,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
서빙고로51길,서울특별시,용산구,서울특별시 용산구 서빙고동(서빙고역교차로),서울특별시 용산구 동빙고동(한강중학교),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.51,2,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
이촌로,서울특별시,용산구,서울특별시 용산구 이촌동 301-155(두산위브아파트),서울특별시 용산구 용산동6가(이촌지하차도 입구),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.38,7,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
이촌로71길,서울특별시,용산구,서울특별시 용산구 이촌동(이촌로 입구),서울특별시 용산구 용산동5가 17-112(이촌역4번출구),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.2,7,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
이촌로72길,서울특별시,용산구,서울특별시 용산구 이촌동 300-23(한강맨션 11동),서울특별시 용산구 이촌동 300-23(한강맨션 18동),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.27,2,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
장충단로,서울특별시,용산구,서울특별시 용산구 산9 14임(용산구-중구경계),서울특별시 용산구 한남동(한남테니스장 로터리),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.45,3.5,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
소월로,서울특별시,용산구,서울특별시 용산구 한남동(한남테니스장 로터리),서울특별시 용산구 한남동(라틴아메리카 공원),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.81,5,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
이태원로,서울특별시,용산구,서울특별시 용산구 한남동(북한남삼거리),서울특별시 용산구 한남동 산10 213임(한강진역 1번출구),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.25,5,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
한남대로(서측),서울특별시,용산구,서울특별시 용산구 한남동 727-56(블루스퀘어 주차장 입구),서울특별시 용산구 한남동 829(나인원한남아파트 주차장 입구),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.25,3,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
한남대로(서측),서울특별시,용산구,서울특별시 용산구 한남동 829(나인원한남아파트 주차장 입구),서울특별시 용산구 한남동 829(순천향대학병원버스정류장 03164),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.16,1.5,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
한남대로(서측),서울특별시,용산구,서울특별시 용산구 한남동 829(순천향대학병원버스정류장 03164),서울특별시 용산구 한남동 155-5(한남2고가차도 남단 교차로),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.58,5,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
한남대로(동측),서울특별시,용산구,서울특별시 용산구 한남동 75-1(한남오거리),서울특별시 용산구 한남동 726-420(BMW 한남전시장),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.99,5,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
원효로,서울특별시,용산구,서울특별시 용산구 원효로4가 114-3,서울특별시 용산구 원료로4가(원효로 끝 육교지점),36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.15,2,자전거보행자겸용도로,N,서울특별시 용산구청 교통행정과,054-480-5485,2024-07-31,3020000,서울특별시 용산구
신천엠코 타운옆길L,울산광역시,북구,울산광역시 북구 신천동783,울산광역시 북구 신천동594-12,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.23,1.35,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
시례천 옆길R,울산광역시,북구,울산광역시 북구 시례동608-40,울산광역시 북구 시례동671-18,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.14,3.45,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
매곡천 자전거길R,울산광역시,북구,울산광역시 북구 신천동312-8,울산광역시 북구 매곡동337,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,1.84,3,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
매곡천 자전거길L,울산광역시,북구,울산광역시 북구 매곡동795-35,울산광역시 북구 신천동316-5,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.05,3.15,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
북구-동천자전거길(동측),울산광역시,북구,울산광역시 북구 명촌동794-24,울산광역시 북구 중산동1200-14,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,2.75,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
북구-동천자전거길(서측),울산광역시,북구,울산광역시 북구 천곡동25-4,울산광역시 북구 시례동608-9,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,2.125,3.3,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
박상진5로R,울산광역시,북구,울산광역시 북구 송정동1155-1,울산광역시 북구 송정동1158-1,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.28,3.5,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
박상진5로L,울산광역시,북구,울산광역시 북구 송정동1159-1,울산광역시 북구 송정동1163-2,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.27,3.5,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
박상진6로R,울산광역시,북구,울산광역시 북구 송정동1164-5,울산광역시 북구 송정동1172-6,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.25,3.5,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
박상진6로L,울산광역시,북구,울산광역시 북구 송정동1173-1,울산광역시 북구 송정동1181-1,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.25,3.5,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
박상진8로R,울산광역시,북구,울산광역시 북구 송정동1206-1,울산광역시 북구 송정동1199-3,36.278244565084826,128.12424393137863,36.288553499407755,128.1242231867607,0.22,3.5,자전거보행자겸용도로,N,울산광역시 북구청,052-241-7873,2024-09-27,3720000,울산광역시 북구
