auser_info_id,extrc_word_nm,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,info_obtn_site_url,info_obtn_site_subjc_nm
D***7,춘천의암호하늘자전거길,201904**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,녹번동,"경차 (모닝, 스파크 등)",기타,KT,https://m.blog.naver.com/myhee0831/221578953988,춘천의암호 하늘자전거길  우물막국수 닭갈비
D***8,영산강자전거길,201904**,F,4,,,      ,          ,,서울,송파구,오륜동,,,,https://m.blog.naver.com/2080pigg/221651864162,영산강자전거길 숙박 후 종주
D***2,춘천자전거길,201904**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,아파트/ 주상복합,광주,광산구,산정동,,LG,알뜰폰(MVNO),https://m.blog.naver.com/toyou10123/221662359261,페달로춘천 자전거길 춘천역의암호소양강 2297km  강원도 춘천시
D***6,북한강자전거길,201904**,M,2,,,      ,          ,,서울,은평구,수색동,,,,https://khlim12.blog.me/221497809392,북한강 자전거길 3차 종주하다
D***7,금강자전거길,201904**,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,동작구,상도3동,,삼성,SKT,https://m.blog.naver.com/pvcwpc/221703586955,20191110  65  금강자전거길을 따라 세종 신탄진을 거쳐 대전으로 달리다
D***8,낙동강자전거길,201904**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,사하구,장림동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",삼성,LG U+,https://m.cafe.naver.com/biketravelers/340916,가장 쉬운 낙동강자전거길 경로 모든 업힐 우회다람재터널모정터널
D***5,한강자전거길,201904**,F,2,기타 ,100~199만원,아니오,          ,오피스텔,서울,성북구,삼선동5가,,애플,SKT,https://m.blog.naver.com/daddybike/221533979116,한강자전거길 반미니가 GS25로 바뀌었어요
D***4,오천자전거길,201904**,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,안산시 상록구,사1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://m.cafe.naver.com/bikecity/2238481,충청 817 오천 자전거길 코스 요약 정리
D***3,낙동강자전거길,201904**,F,4,기타 ,500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 권선구,세류1동,,삼성,SKT,https://aramismm.blog.me/221483247329,대구 라이딩하기에 좋은 강정보 낙동강 자전거길 
D***1,금강자전거길,201904**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,부산,남구,대연5동,,삼성,KT,https://m.blog.naver.com/kpostbank/221691560740,금강자전거길 백제의 향기 감도는 비단물길
D***3,영산강자전거길,201904**,F,3,"교직 (교사, 유치원교사, 학원강사)","1,000만원 이상",예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목1동,,애플,SKT,https://blog.naver.com/cheyoon2006/221495522236,270자전거여행 영산강자전거길목포나주
D***3,서귀포시자전거길,201904**,M,2,무직,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,전남,여수시,선원동,,삼성,KT,https://blog.naver.com/seogwipo-si/221500389413,봄바람 맞으며 라이딩 서귀포시 자전거길 즐기기 자전거 나들이
D***0,시안섬자전거길,201904**,M,3,무직,100만원 미만,아니오,          ,아파트/ 주상복합,울산,동구,일산동,,삼성,알뜰폰(MVNO),https://m.blog.naver.com/whochoi2060/221619696409,신안섬 자전거길 4코스 암태도자은도를 자전거로 달리다
D***3,포항경주자전거길,201904**,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,남구,이천동,,삼성,LG U+,https://blog.naver.com/iggiis/221513578508,라이딩포항경주자전거길  자전거로 포항에서 경주까지 가는 길 포항경주자전거길 둘러보기
D***9,춘천자전거길,201904**,M,3,,,      ,          ,,충남,연기군,조치원읍,,,,https://m.blog.naver.com/tla2525/221620442414,춘천 자전거 길 여행코스
D***5,남한강자전거길,201904**,M,4,"자영업 (도소매업, 숙박업, 미용업)",100~199만원,아니오,          ,아파트/ 주상복합,서울,영등포구,신길4동,,삼성,KT,https://m.blog.naver.com/wncks9875/221610029021,산책 하기 좋은 남한강 자전거 길 팔당에서하봉안 마을 능내역 지점
D***0,제주도환상자전거길,201904**,M,2,,,      ,          ,,서울,강남구,개포1동,,,,https://m.cafe.naver.com/bikecity/2228603,제주 제주도 제주도 환상자전거길
D***2,예천군자전거길,201904**,M,3,,,      ,          ,,서울,강남구,삼성동,,,,https://blog.naver.com/myeongsooryu/221489375440,예천군 자전거길 종주 행사 제8회 낙동강자전거도로종주랠리  우회도로 안내
D***2,국토종주아라자전거길,201904**,M,3,,,      ,          ,,인천,남구,주안동,,,,https://m.cafe.naver.com/bikecity/2235253,국토종주 아라자전거길 숙소 추천부탁드립니다
D***7,남한강자전거길,201904**,F,2,"학생 (초중고학생, 대학생, 대학원생)",600~699만원,아니오,          ,아파트/ 주상복합,경남,창원시 성산구,신촌동,,LG,LG U+,https://m.blog.naver.com/24oo/221651199038,국토종주 남한강 자전거길 충주 탄금대  팔당대교
D***0,예천군자전거길,201904**,M,2,,,      ,          ,,경기,광주시,쌍령동,,,,https://blog.naver.com/myeongsooryu/221489375440,예천군 자전거길 종주 행사 제8회 낙동강자전거도로종주랠리  우회도로 안내
D***5,영랑호자전거길,201904**,M,3,,,      ,          ,,서울,도봉구,방학2동,,,,https://blog.naver.com/milkypuppy/221497947890,강원도속초 영랑호 자전거길  자전거타고 호수공원 한바퀴 주차는 영랑호리조트
D***5,춘천자전거길,201904**,M,5,,,      ,          ,,경기,김포시,마산동,,,,https://m.blog.naver.com/hongyw/221713745966,춘천가볼만한곳 춘천자전거길  춘천 MBC와 공지천변길20191120
D***7,비슬산명품산악자전거길,201904**,F,4,"주부 (전업주부, 파트타임 근무 주부)",100~199만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,은평구,응암동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",애플,KT,https://m.blog.naver.com/dalseonggun/221629780001,대구 초가을 명소  비슬산 명품 산악 자전거길과 화원자연휴양림 계곡에서 리틀포레스트  김유성 임진영 장하나 정영옥 최광철
D***4,영산강자전거길,201904**,F,4,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,기타 ,광주,광산구,황룡동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,LG U+,https://m.blog.naver.com/barry22/221563866622, 자전거 라이딩   광주 자전거 무료대여 영산강 자전거길 안내센터로 갑시다
D***8,낙동강자전거길,201904**,M,3,,,      ,          ,,강원,춘천시,석사동,,,,https://m.cafe.naver.com/biketravelers/340916,가장 쉬운 낙동강자전거길 경로 모든 업힐 우회다람재터널모정터널
D***3,호동경안천자전거길,201904**,F,4,"자영업 (도소매업, 숙박업, 미용업)",600~699만원,아니오,          ,아파트/ 주상복합,경기,남양주시,지금동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,https://m.cafe.naver.com/yukbuklife/11514,최고의 자전거 꽃길호동 경안천 자전거길
D***87,섬진강자전거길,201904**,M,3,,,      ,          ,,인천,부평구,부평4동,,,,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=02Zvm&articleno=13390639,구례 섬진강 자전거길  섬진강 대나무숲길을 달리다
D***94,남한강자전거길,201904**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,마곡동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,알뜰폰(MVNO),https://m.blog.naver.com/24oo/221651199038,국토종주 남한강 자전거길 충주 탄금대  팔당대교
D***77,북한강자전거길,201904**,M,2,"관리직 (사장, 간부, 고위공무원)",400~499만원,아니오,          ,아파트/ 주상복합,인천,부평구,산곡3동,,애플,SKT,https://blog.naver.com/tamilnadu/221503790401,남양주 가볼만한 곳 남양주 8경 북한강 자전거길 중 하나인 물의정원의 늦겨울 풍경들
D***79,한강자전거길,201904**,F,4,"자영업 (도소매업, 숙박업, 미용업)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,신원동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",삼성,KT,https://m.blog.naver.com/daddybike/221533979116,한강자전거길 반미니가 GS25로 바뀌었어요
D***52,남한강자전거길,201904**,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,오산시,양산동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",애플,SKT,https://blog.naver.com/kkj3ng/221490442859,분당에서 여주까지 남한강 자전거길
D***45,영산강자전거길,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,단독주택,서울,광진구,구의1동,,애플,SKT,https://blog.naver.com/kangsoo0/221497273004,2019032324 영산강자전거길 나주목포 영산강하구둑 자전거 라이딩  2일차
D***27,국토종주자전거길,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,마산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,알뜰폰(MVNO),https://m.blog.naver.com/fendy67/221683951779,국토종주 자전거길여주보강천보
D***36,섬진강자전거길,201904**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,울주군,범서읍,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,KT,https://m.blog.naver.com/upperchu/221552780202,섬진강자전거길 라이딩 6162
D***75,양산자전거길,201904**,F,4,기타 ,600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동대문구,용두동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,LG U+,https://m.blog.naver.com/hoho2693/221569502041,양산자전거길
D***32,금강자전거길,201904**,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,대구,서구,내당동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",LG,LG U+,https://m.blog.naver.com/pvcwpc/221527209156,20190501  22  금강자전거길 종주 강경에서 군산으로 다시 강경으로
D***99,금강자전거길,201904**,F,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,경기,이천시,증포동,,애플,SKT,https://m.blog.naver.com/sejong_story/221721185340,국토종주 금강자전거길 세종보  금강아트페어
D***91,의암호낭만자전거길,201904**,F,2,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,전남,해남군,해남읍,,LG,LG U+,https://m.blog.naver.com/globetrip/221640331189,떠나자 춘천 의암호 낭만자전거길
D***04,북한강자전거길,201904**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,울산,북구,중산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=05LeB&articleno=15607313,북한강 자전거 길을 연결하는 뱃나들이교
D***94,동해안자전거길,201904**,F,5,"주부 (전업주부, 파트타임 근무 주부)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,평택시,비전동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,LG U+,https://m.blog.naver.com/6milusd/221538092532,랜마 동해안자전거길 2  망양휴게소 울진은어다리 임원한재공원
D***10,아라자전거길,201904**,F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,계양구,임학동,,LG,SKT,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=08Vs2&articleno=15731307,한강라이딩아라자전거길 북단을 달리다  2019 09 21
D***80,새재자전거길,201904**,F,5,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,은평구,갈현1동,"경차 (모닝, 스파크 등)",LG,KT,https://m.blog.naver.com/lucialo/221570755725,19062223 새재 자전거길 2일차
D***24,안양천자전거길,201904**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정6동,,삼성,KT,https://m.blog.naver.com/xishen/221560792981,안양천 자전거길 20190611
D***33,낙동강자전거길,201904**,F,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,인천,연수구,송도동,,삼성,LG U+,https://blog.naver.com/namnam1976/221509812891,낙동강 자전거길은 봄꽃들의 향연
D***37,춘천자전거길,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,전남,목포시,용해동,,삼성,KT,https://m.blog.naver.com/hongyw/221713745966,춘천가볼만한곳 춘천자전거길  춘천 MBC와 공지천변길20191120
D***97,양평자전거길,201904**,M,4,"자영업 (도소매업, 숙박업, 미용업)",400~499만원,아니오,          ,아파트/ 주상복합,서울,마포구,성산1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",기타,알뜰폰(MVNO),https://m.blog.naver.com/cheong_won/221720255947,찬바람 안고 양평 자전거길을 달려본다
D***98,북한강자전거길,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100~199만원,아니오,          ,단독주택,경기,포천시,소흘읍,,애플,SKT,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=05LeB&articleno=15607313,북한강 자전거 길을 연결하는 뱃나들이교
D***35,남한강자전거길,201904**,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",200~299만원,아니오,          ,오피스텔,서울,구로구,오류2동,,삼성,SKT,https://blog.naver.com/kkj3ng/221490442859,분당에서 여주까지 남한강 자전거길
D***03,영산강자전거길,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",600~699만원,아니오,          ,아파트/ 주상복합,경기,군포시,수리동,,LG,알뜰폰(MVNO),https://m.blog.naver.com/barry22/221563866622, 자전거 라이딩   광주 자전거 무료대여 영산강 자전거길 안내센터로 갑시다
D***05,아라자전거길,201904**,M,5,"교직 (교사, 유치원교사, 학원강사)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,동래구,명륜동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",삼성,SKT,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=08Vs2&articleno=15731307,한강라이딩아라자전거길 북단을 달리다  2019 09 21
D***32,봉하마을자전거길,201904**,M,4,무직,100만원 미만,아니오,          ,아파트/ 주상복합,경기,부천시 소사구,옥길동,,삼성,KT,https://m.blog.naver.com/kilala6666/221540645994,봉하마을 대통령의 자전거 길
D***32,섬진강자전거길,201904**,M,4,무직,100만원 미만,아니오,          ,아파트/ 주상복합,경기,부천시 소사구,옥길동,,삼성,KT,https://m.blog.naver.com/6milusd/221635942956,섬진강 자전거길 첫째날 가기도 전에 펑크나다
D***52,오천자전거길,201904**,M,5,,,      ,          ,,경기,동두천시,보산동,,,,https://blog.naver.com/kdx3korea/221489960701,드디어 오천 자전거길 190309당일 종주
D***62,오천자전거길,201904**,M,2,"판매직 (상점점원, 보험설계사, 노점상)",100~199만원,아니오,          ,아파트/ 주상복합,광주,북구,문흥동,,삼성,KT,https://m.blog.naver.com/jin451945/221535254093,오천자전거길  Team MM 투어라이딩  행촌교차로합강공원
D***97,섬진강자전거길,201904**,F,5,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,울산,남구,무거동,"경차 (모닝, 스파크 등)",삼성,KT,https://gwangyangsi.blog.me/221511222078,섬진강 자전거 길 라이딩하기 좋은 계절
D***84,오천자전거길,201904**,M,5,,,      ,          ,,경기,용인시 수지구,신봉동,,,,https://m.cafe.naver.com/bikecity/2238481,충청 817 오천 자전거길 코스 요약 정리
D***69,동해안자전거길,201904**,M,3,,,      ,          ,,서울,노원구,상계6.7동,,,,https://m.cafe.naver.com/bikecity/2223695,국내 동해안 자전거길 속초에서 임원까지에 자전거 캠핑텐트 사용하기 좋은 곳 추천드립니다
D***,평화누리자전거길,201904**,M,5,,,      ,          ,,대구,북구,산격4동,,,,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0TeAy&articleno=1420,김포 평화누리 자전거길 3코스 한강 철책길
D***2,경기도자전거길,201904**,M,4,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",200~299만원,아니오,          ,단독주택,경기,성남시 수정구,신흥1동,,기타,SKT,https://m.blog.naver.com/jeaneegina/221637035225,경기도 자전거길  샛터양수리강변북로중랑천
D***2,낙동강자전거길,201904**,F,3,,,      ,          ,,충북,진천군,광혜원면,,,,https://m.blog.naver.com/1012puha/221537457656,낙동강 자전거길 국토종주 안전점검
D***1,금호강자전거길,201904**,M,5,,,      ,          ,,대전,서구,갈마1동,,,,https://blog.naver.com/dgdonggu/221497785665,대구 동구 금호강 자전거길에 자전거 타러 오세요  윤혜정 기자  자전거 대여
D***1,낙동강자전거길,201904**,F,2,,,      ,          ,,서울,노원구,월계동,,,,https://m.blog.naver.com/kobic/221528417556,낙동강 자전거길 학포 수변생태공원 창녕 여행
D***7,제주환상자전거길,201904**,M,5,,,      ,          ,,경남,진주시,평거동,,,,https://blog.naver.com/iwhitefish/221521702272,2019 4월 2주차 제주환상 자전거길 국토종주 라이딩 기록 1
D***4,영산강자전거길,201904**,F,3,,,      ,          ,,강원,동해시,구미동,,,,https://m.blog.naver.com/lsw0778/221562780704,영산강 자전거길 나만의 맛집 순위나주시 사랑채 담양 승일식당 국수거리
D***7,섬진강자전거길,201904**,M,3,,,      ,          ,,경기,수원시 영통구,매탄2동,,,,https://m.blog.naver.com/juneyoup1/221631293246,섬진강 자전거길 종주 3박4일 3
D***8,동해안자전거길,201904**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강남구,논현동,,애플,KT,https://m.blog.naver.com/bhchang61/221556181912,동해안 자전거길  월포강구항
D***3,북한강자전거길,201904**,M,4,,,      ,          ,,서울,성북구,석관동,,,,https://m.blog.naver.com/24oo/221636557755,국토종주 북한강 자전거길 밝은광장  신매대교
D***4,포항경주자전거길,201904**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,부천시 오정구,고강동,,LG,KT,https://blog.naver.com/iggiis/221513578508,라이딩포항경주자전거길  자전거로 포항에서 경주까지 가는 길 포항경주자전거길 둘러보기
D***1,군산선유도자전거길,201904**,M,2,,,      ,          ,,경기,화성시,봉담읍,,,,https://m.blog.naver.com/koreatrails/221651587777,군산 가볼만한곳 자전거 타기 좋은 곳 군산 선유도 자전거길
D***7,제주환상자전거길,201904**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,의정부시,가능1동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",삼성,LG U+,https://2080pigg.blog.me/221486040487,제주환상자전거길 제주도 자전거 대여해서 고고씽
D***2,쉐도우수자전거길,201904**,F,2,,,      ,          ,,경기,성남시 중원구,도촌동,,,,https://m.cafe.naver.com/bikecity/2243541,서울 쉐도우수 자전거길산자락 아파트공사 특전사옛터 더듬기 190825
D***1,광려천자전거길,201904**,F,4,,,      ,          ,,서울,은평구,역촌동,,,,https://m.blog.naver.com/arahaman/221679743179,함안군 자전거 타기 좋은 곳 1 광려천 자전거길
D***5,영산강자전거길,201904**,M,3,,,      ,          ,,인천,남동구,논현동,,,,https://blog.naver.com/bullchang/221516240534,영산강 자전거길 종주 2019041314
D***3,북한강자전거길,201904**,F,5,,,      ,          ,,서울,성북구,장위2동,,,,https://m.cafe.naver.com/bikecity/2244721,전국일주 아름다운 북한강 자전거 길에서
D***6,새재종주자전거길,201904**,M,2,,,      ,          ,,서울,서초구,서초2동,,,,https://m.blog.naver.com/haneuigu/221562323816,새재 종주 자전거길탄금대상풍교
D***4,개경포자전거길,201904**,F,5,,,      ,          ,,경기,부천시 원미구,상3동,,,,https://m.blog.naver.com/gokory/221567584470,일몰 사진 찍기 좋은 곳 개경포 자전거 길
D***7,4대강자전거길,201904**,M,5,,,      ,          ,,경남,창원시 마산합포구,월영동,,,,https://m.blog.naver.com/nogozzzlab/221651086365,4대강 자전거길 종주여주보에서 이포보까지강천보출발
D***4,섬진강자전거길,201904**,M,4,,,      ,          ,,서울,마포구,망원2동,,,,https://m.blog.naver.com/inter-motors/221586845427,섬진강 자전거길 종주
D***3,남한강자전거길,201904**,M,4,,,      ,          ,,인천,부평구,청천동,,,,https://m.blog.naver.com/passiflora91/221549948278,남한강 자전거길 라이딩
D***4,충주탄금호자전거길,201904**,M,3,,,      ,          ,,경북,포항시 남구,효자동,,,,https://m.blog.naver.com/cjmusul/221626228866,충주 탄금호 자전거길 새로운 자전거 대여소  빈폴 Bike we like 프로젝트
D***1,백곡천자전거길,201904**,F,5,,,      ,          ,,서울,강서구,화곡동,,,,https://m.blog.naver.com/iris7756/221663870410,충북 진천 여행2 백곡천 자전거길을 따라 가을이 피다 백곡천 코스모스 보탑사
D***9,제주환상자전거길,201904**,M,4,,,      ,          ,,서울,강서구,화곡동,,,,https://m.blog.naver.com/soonho333/221576305197,제주환상의 자전거 길 용두마을을 걷다
D***4,수원비행장자전거길,201904**,F,5,,,      ,          ,,경기,고양시 일산동구,마두2동,,,,https://m.blog.naver.com/eyesplice/221548430574,수원 비행장 자전거 길
D***6,평화누리길한강자전거길,201904**,F,4,,,      ,          ,,서울,관악구,보라매동,,,,https://m.blog.naver.com/mw9440/221621265015,평화 누리길 한강  자전거길 따라 여의도 라이딩
D***2,남강자전거길,201904**,M,2,무직,"1,000만원 이상",아니오,          ,아파트/ 주상복합,광주,광산구,운남동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",애플,KT,https://m.blog.naver.com/suya6904/221655728331,진주 남강자전거길 걷기 상평교혁신도시 자전거도로 개통
D***8,금호강자전거길,201904**,M,5,,,      ,          ,,경기,용인시 기흥구,청덕동,,,,https://m.blog.naver.com/kjjtlove/221540472219,금계국이 있는 길 금호강 자전거길
D***2,진해항자전거길,201904**,M,2,,,      ,          ,,서울,성북구,안암동2가,,,,https://m.blog.naver.com/cwopenspace/221574837995,진해항 자전거길 1구간  여름아 시원한 바닷바람을 부탁해
D***9,4대강자전거길,201904**,M,5,,,      ,          ,,부산,연제구,거제1동,,,,https://m.blog.naver.com/ytj48/221625132400,4대강 자전거길 낙동강 종주 안동댐 에서 부산하구둑까지
D***8,탄천자전거길,201904**,M,2,,,      ,          ,,광주,서구,풍암동,,,,https://blog.naver.com/kkj3ng/221501865593,탄천 자전거길 용인 쪽 종점
D***6,낙동강자전거길,201904**,F,5,,,      ,          ,,경기,의정부시,신곡2동,,,,https://blog.naver.com/scolebusan/221479189473,190226 스콜부산점 건강라이딩 낙동강변 자전거길
D***3,북한강자전거길,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,서울,강남구,삼성1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,https://m.blog.naver.com/styoujin/221586534401,북한강 자전거길 라이딩2 가평에서 춘천까지 feat 백양리역 소양강스카이워크
D***0,통영자전거길,201904**,M,5,,,      ,          ,,서울,서초구,서초4동,,,,https://m.blog.naver.com/mong2328/221577393567,통영 자전거 길
D***5,아라뱃길자전거길,201904**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,단독주택,서울,동작구,상도2동,,애플,KT,https://m.blog.naver.com/kkj3ng/221689369652,경인 아라뱃길 자전거길 140킬로미터 라이딩
D***4,양평자전거길,201904**,M,5,"생산/노무직 (생산감독, 경비원, 공장근로자)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,서구,중리동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,SKT,https://m.blog.naver.com/cheong_won/221720255947,찬바람 안고 양평 자전거길을 달려본다
D***6,금강자전거길,201904**,M,3,,,      ,          ,,서울,강북구,미아동,,,,https://ds5yov.blog.me/221496450512,190324 국토종주 자전거길금강자전거길 세종서 대청땜
D***4,소양강댐자전거길,201904**,M,2,,,      ,          ,,충남,공주시,의당면,,,,https://m.blog.naver.com/hongyw/221704675340,춘천 가볼만 한 곳  춘천 소양강댐 자전거길 20191111
D***1,영산강자전거길,201904**,M,2,,,      ,          ,,인천,부평구,부개3동,,,,https://blog.naver.com/haneuigu/221522738063,영산강 종주 자전거길담양댐영산강하굿둑
D***1,섬강자전거길,201904**,M,5,,,      ,          ,,부산,남구,용호1동,,,,https://blog.naver.com/resonantm/221519642720,섬강 자전거길 횡성  서울
D***2,영산강자전거길,201904**,M,4,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,광진구,구의1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,LG U+,https://m.blog.naver.com/congjin2/221630627607,국내자전거여행 영산강 자전거길 여행 1일차  전주에서 담양까지 12
D***0,아라자전거길,201904**,F,5,,,      ,          ,,서울,은평구,진관동,,,,https://m.blog.naver.com/sjn1203/221642037906,국토종주 자전거 여행기 2  자전거 타기 좋은 계절 가을 국토 종주인천 아라자전거길  한강서울남한강 구간 새재  낙동강
D***1,낙동강자전거길,201904**,M,4,,,      ,          ,,충남,천안시 동남구,청수동,,,,https://blog.naver.com/hhs653409/221481305954,낙동강 자전거길 삼랑진역원동역 도보 트레킹
D***5,제주환상자전거길,201904**,F,3,,,      ,          ,,서울,동대문구,장안동,,,,https://blog.naver.com/kikikikikiki1004/221524433741,제주 식빵맨의 세상 소중한 버킷리스트2 제주환상자전거길 종주 12day1일차
D***9,제주환상자전거길,201904**,F,5,,,      ,          ,,서울,성동구,성수1가1동,,,,https://m.blog.naver.com/jin_sa/221672659037,제주 환상 자전거길  제주항 용두암인증센터 다락쉼터 발리리조트
D***3,남한강자전거길,201904**,M,3,,,      ,          ,,인천,서구,석남3동,,,,https://m.blog.naver.com/mopaspr/221670729304,전망도 좋고 폐철도 구간을 달릴 수 있는 남한강자전거길로 라이딩하러 가실래요
D***5,금호강자전거길,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,신원동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,SKT,https://m.blog.naver.com/tmvprxm96/221563679999,아는동생과 금호강 자전거길 경산 라이딩
D***6,동해안자전거길,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,강원,원주시,단계동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)",애플,SKT,https://m.blog.naver.com/resonantm/221580976763,동해안 자전거길 경북
D***3,영산강자전거길,201904**,F,3,"교직 (교사, 유치원교사, 학원강사)","1,000만원 이상",예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목1동,,애플,SKT,https://blog.naver.com/bullchang/221516240534,영산강 자전거길 종주 2019041314
