pref_sghtng_place_id,extrc_word_nm,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,car_group_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,pref_sghtng_place_nm,info_obtn_site_url,info_obtn_site_subjc_nm
D***,대천해수욕장,201904**,F,4,,,      ,          ,,서울,영등포구,신길7동,,,,대천해수욕장,https://m.blog.naver.com/jblee27/221714733376,대천해수욕장 짚라인 타고 스카이라운지에서 커피한잔
D***,어답산,201904**,F,3,,,      ,          ,,부산,남구,대연3동,,,,어답산,https://m.blog.naver.com/iiijjjiiijjj/221600282946,20190728일 횡성 어답산횡성온천선바위장송어답산 장군봉병지방계곡
D***,영주순흥,201904**,F,2,,,      ,          ,,인천,연수구,연수동,,,,영주순흥,https://m.blog.naver.com/63ksyun/221719604248,풍기 온천 후 영주 순흥 선비촌 다녀왔습니다
D***,신화랑,201904**,F,2,,,      ,          ,,대전,서구,도마2동,,,,신화랑,https://m.blog.naver.com/wind_0227/221554355785,청도 가볼만한곳 신화랑풍류마을 생각보다 알차
D***,회산연꽃방죽,201904**,M,2,,,      ,          ,,부산,서구,토성동2가,,,,회산연꽃방죽,https://m.blog.naver.com/yunm2530/221565757481,일로읍 회산연꽃방죽이야기회산백련지연꽃나들이목포꽃집목포꽃배달 남악꽃배달 일로꽃배달무안꽃배달
D***,봉개휴양림,201904**,M,2,,,      ,          ,,부산,금정구,장전동,,,,봉개휴양림,https://m.blog.naver.com/slow_m00n/221700410084,제주교래자연휴양림 큰지그리오름 봉개음식물처리장 냄새 최악
D***,안동문화,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,광명시,철산3동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,안동문화,https://blog.naver.com/jomkkange/221718101147,191125 1박 2일 안동 여행  세계문화유산 도산서원
D***,맹방,201904**,M,4,,,      ,          ,,서울,중랑구,상봉1동,,,,맹방,https://m.blog.naver.com/brad42/221596457277,강원도 삼척 맹방해수욕장 당일치기 여행
D***,충온온천,201904**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,전남,화순군,화순읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,충온온천,https://m.cafe.naver.com/mywetown/912,충주나우리마을
D***,곽지,201904**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 없음 ,단독주택,서울,서초구,우면동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,LG U+,곽지,https://m.blog.naver.com/wnhjeju/221718304122,제주여행 곽지해변에서 한담공원 멋진뷰
D***,구문소,201904**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 없음 ,단독주택,서울,서초구,우면동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,LG U+,곽지,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=05TrK&articleno=15963487,억년의 세월이 빚은 비경 태백팔경 구문소
D***,영국사,201904**,F,4,,,      ,          ,,서울,은평구,역촌동,,,,영국사,https://m.blog.naver.com/youliyan/221628365158,충북 영동 가볼만한곳 천태산 영국사
D***,혜국사,201904**,M,5,무직,300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신월4동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",삼성,LG U+,혜국사,https://m.blog.naver.com/lbs2/221717145682,문경 주흘산 등산코스 제1관문여궁폭포혜국사주봉 원점회귀 산행
D***,맹방,201904**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,아니오,          ,아파트/ 주상복합,인천,남구,용현5동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",애플,SKT,맹방,https://m.blog.naver.com/brad42/221596457277,강원도 삼척 맹방해수욕장 당일치기 여행
D***,등명,201904**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충북,청주시 흥덕구,분평동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,등명,https://m.blog.naver.com/fedfox77/221616393516,강릉 해수욕장 추천 작지만 편안한 등명해변등명해수욕장
D***,강화종합리조트,201904**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,단독주택,서울,중랑구,면목동,,삼성,SKT,강화종합리조트,https://ghssghss.blog.me/221526256903,강화 길상면  강화씨사이드리조트강화도루지
D***,직탕,201904**,F,5,,,      ,          ,,서울,강서구,화곡동,,,,직탕,https://m.blog.naver.com/sonic72/221608063332,20190806 철원일대 폭포를 찾아떠난 여름휴가 재인폭포비둘기낭폭포직탕폭포산정호수
D***,곽지,201904**,F,3,,,      ,          ,,경기,성남시 수정구,신흥1동,,,,곽지,https://m.blog.naver.com/wnhjeju/221718304122,제주여행 곽지해변에서 한담공원 멋진뷰
D***,돈내코,201904**,M,5,,,      ,          ,,충북,청주시 흥덕구,복대동,,,,돈내코,https://m.blog.naver.com/sohyun1989/221684113927,제주 원앙폭포 신비함을 느끼고 싶다면 꼭 돈내코
D***,등명,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,강북구,수유2동,,삼성,알뜰폰(MVNO),등명,https://m.blog.naver.com/fedfox77/221616393516,강릉 해수욕장 추천 작지만 편안한 등명해변등명해수욕장
D***,나주호,201904**,F,4,기타 ,400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,부천시 오정구,고강동,,삼성,SKT,나주호,https://m.blog.naver.com/somangheso/221602510603,하늘이 내린 선물 나주호 반영
D***,능암온천,201904**,F,5,,,      ,          ,,서울,강북구,수유동,,,,능암온천,https://m.blog.naver.com/kr_chungju/221572663341,충주 가볼만 한 곳  능암온천랜드
D***,미탄마하생태,201904**,M,5,,,      ,          ,,인천,남동구,간석4동,,,,미탄마하생태,https://m.blog.naver.com/leeewon47/221479158841,대한민국 대표 관광지 강원도 강원도 관광지 현황은
D***,안면도,201904**,M,5,,,      ,          ,,인천,남동구,간석4동,,,,미탄마하생태,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0UCYA&articleno=5829,"충남 태안 가볼만한곳, 안면도 자연휴양림 무장애 나눔길"
D***,백운계곡,201904**,M,4,,,      ,          ,,서울,관악구,신림동,,,,백운계곡,https://blog.naver.com/wnsghdudwls/221637010727,포천 백운계곡
D***6,고령부례,201904**,M,3,,,      ,          ,,경기,고양시 덕양구,내유동,,,,고령부례,https://m.blog.naver.com/gusdnr0409/221296355711,고령부례관광지 카라반  대구근교카라반
D***9,청평사,201904**,M,2,무직,"1,000만원 이상",아니오,          ,아파트/ 주상복합,광주,광산구,운남동,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)",애플,KT,청평사,https://blog.naver.com/dlduddms3469/221681611478,춘천 단풍구경하며 산책겸 등산코스 청평사가는길
D***3,여수 화양,201904**,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,강서구,등촌2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,여수 화양,https://hjjnlove4.blog.me/221426880809,여수 맛집 화양식당 장어구이 장어탕
D***8,라비에벨,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,계양구,귤현동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",애플,SKT,라비에벨,https://blog.naver.com/yangjinss/221716472829,부천예식장 라비에벨웨딩 기억에 많이 남을 것 같아요
D***8,돌문화공원,201904**,M,2,,,      ,          ,,강원,속초시,조양동,,,,돌문화공원,https://m.blog.naver.com/pran0104/221715194651, 제주여행제주관광  제주 돌문화공원
D***0,오토테마파크,201904**,M,5,,,      ,          ,,경기,수원시 영통구,망포동,,,,오토테마파크,https://m.blog.naver.com/python99/221517135324,야경이 멋있는 합천 휴테마파크 오토캠핑장
D***3,주왕산,201904**,F,3,"서비스직 (요식업, 숙박업, 미용실종업원)","1,000만원 이상",아니오,          ,아파트/ 주상복합,서울,서초구,서초동,,기타,알뜰폰(MVNO),주왕산,https://m.blog.naver.com/iloveknp/221708366122,주왕산 국립공원 만추의 주왕산 탐방
D***3,강원호반,201904**,F,5,,,      ,          ,,경기,의정부시,신곡2동,,,,당항포,http://blog.daum.net/yacho2011/2888,좋은 터 길라잡이(풍수문의 풍수강의)
D***3,당항포,201904**,F,5,,,      ,          ,,경기,의정부시,신곡2동,,,,당항포,https://m.blog.naver.com/turpu/221690928126,경남 고성 가볼만한곳 공룡엑스포가 펼쳐지는 당항포 관광단지
D***6,초당,201904**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,관악구,은천동,,LG,LG U+,초당,https://m.blog.naver.com/alicelkm/221568987442,190616 강릉 초당할머니순두부 수요미식회
D***2,화진포,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,서울,성북구,돈암2동,,LG,LG U+,화진포,https://m.blog.naver.com/94040882/221716020914,강원도 고성 여행  화진포 신서유기에도 나왔네요
D***6,오전약수,201904**,F,4,,,      ,          ,,경기,구리시,인창동,,,,오전약수,https://m.blog.naver.com/sanm308/221616161992,태백산에 싸여있는 봉화군 물야 오전약수
D***1,김녕해수욕장,201904**,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,안양시 동안구,평촌동,"경차 (모닝, 스파크 등)",삼성,KT,김녕해수욕장,https://m.blog.naver.com/findjeju/221593221722,제주도 바다 색이 아름다운 김녕해수욕장 물놀이
D***1,태종대,201904**,F,5,,,      ,          ,,경기,성남시 중원구,은행2동,,,,태종대,https://blog.naver.com/lovely_fat/221718153043,부산 해동용궁사와 태종대로 효도관광
D***1,왕궁보석테마,201904**,F,5,,,      ,          ,,경기,성남시 중원구,은행2동,,,,태종대,https://m.blog.naver.com/hiksanin/221692718933,익산왕궁보석테마관광지 상설공연  체험프로그램
D***2,성류굴,201904**,M,3,,,      ,          ,,서울,구로구,개봉2동,,,,성류굴,https://m.blog.naver.com/hsakjo/221566664329,울진 금강소나무 숲길 트레킹울진 성류굴
D***8,김녕해수욕장,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,은평구,녹번동,,LG,KT,김녕해수욕장,https://m.blog.naver.com/findjeju/221593221722,제주도 바다 색이 아름다운 김녕해수욕장 물놀이
D***1,문장대온천,201904**,M,3,,,      ,          ,,서울,관악구,행운동,,애플,SKT,문장대온천,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0F0kb&articleno=8780597,문장대온천개발 온천지구 지정 사실상 백지화 가능성 커
D***8,변산해수욕장,201904**,M,3,,,      ,          ,,서울,광진구,구의동,,,,변산해수욕장,https://m.blog.naver.com/soolok791/221651245712,변산 해수욕장 스타렉스 캠핑카 타고 여행  갯벌체험으로 조개를 캤어요
D***0,용호씨사이드,201904**,M,4,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강서구,마곡동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",애플,KT,용호씨사이드,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0200&key=20171123.22001010675,부산 용호동 씨사이드 분쟁 부산시 관광지 취소 경고
D***6,휘닉스파크,201904**,M,5,"관리직 (사장, 간부, 고위공무원)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,고잔동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,휘닉스파크,https://blog.naver.com/vegemilstory/221663623759,가을 여행지 평창 가볼만한 곳 휘닉스 파크 1박 2일  양떼목장 체험까지
D***8,청도온천,201904**,F,4,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,신곡2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,청도온천,https://m.cafe.naver.com/daegumam2003/187255,청도 온천갑니다용
D***9,영암바둑테마파크,201904**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 동안구,비산동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,영암바둑테마파크,https://m.blog.naver.com/ashim1/221266017832,영암 가볼만한곳  월출산 기찬랜드 가야금산조 테마공원
D***4,속리산레저,201904**,F,3,,,      ,          ,,서울,관악구,낙성대동,,,,속리산레저,https://m.blog.naver.com/asancriti/221541893523,보은속리산 솔향공원 도깨비공원의 사람들
D***9,수타사,201904**,F,3,,,      ,          ,,서울,은평구,구산동,,,,수타사,https://m.blog.naver.com/sul_hwa/221684137467,홍천 은행나무숲과 수타사 강원도 가볼만한곳
D***5,보덕사 ,201904**,M,5,,,      ,          ,,서울,노원구,하계동,,,,보덕사 ,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=03bMR&articleno=15961077,보덕사 예산
D***6,고석정,201904**,M,2,,,      ,          ,,서울,은평구,수색동,,,,고석정,https://m.blog.naver.com/mmm7962/221711870969,철원 여행 고석정 정취를 취하다
D***4,위봉사,201904**,M,5,,,      ,          ,,경기,파주시,탄현면,,,,위봉사,https://m.blog.naver.com/hansongp/221703341215,한국의 산사 10898 완주 위봉사
D***6,삼척해수욕장,201904**,M,3,기타 ,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,성남시 중원구,하대원동,,기타,알뜰폰(MVNO),삼척해수욕장,https://m.blog.naver.com/funny0820/221599410365,삼척여행 Part1삼척 하얀낭만펜션일미어담삼척해변
D***8,북고사,201904**,M,3,,,      ,          ,,서울,강남구,개포2동,,,,북고사,https://m.blog.naver.com/meer1/221709753267,늦가을 무주의 북고사 성지순례
D***4,백암온천,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,부산,금정구,구서1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,알뜰폰(MVNO),백암온천,https://m.blog.naver.com/hyechon49/221711918222,백암온천 백암LG생활연수원 숙소에서  백암산 백암폭포가는 길 백암폭포 백암온천
D***9,태종대,201904**,M,5,"전문직 (의사, 판검사, 예술가, 종교인)",100만원 미만,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,전북,무주군,무주읍,"경차 (모닝, 스파크 등)",삼성,SKT,태종대,https://blog.naver.com/lovely_fat/221718153043,부산 해동용궁사와 태종대로 효도관광
D***7,전통한방휴양,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,시흥시,조남동,"준중형SUV (투싼, 스포티지, QM5, 티구안급 등)",애플,KT,전통한방휴양,https://m.blog.naver.com/ndustns61/221224126114,전통한방휴양관광지 산청동의보감촌공진단만들기 체험
D***0,한탄강,201904**,F,3,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,경남,진주시,가좌동,"경차 (모닝, 스파크 등)",LG,SKT,한탄강,http://nanazip.com/221721990837,철원 카페  송대소 주상절리 한탄강을 배경으로 커피한잔에 빠져보는 모닝캄빌리지 펜션  카페
D***6,모악산,201904**,M,5,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,논현동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)",삼성,LG U+,모악산,https://m.blog.naver.com/pshadm/221683408706,100대명산  모악산  84130
D***8,삼포 문암,201904**,F,4,,,      ,          ,,대구,북구,복현동,,,,삼포 문암,https://m.blog.naver.com/heysun62/221545300677,고성  삼포문암진해변 개발
D***0,함덕해안,201904**,M,3,,,      ,          ,,인천,남동구,간석3동,,삼성,SKT,함덕해안,https://m.blog.naver.com/33fanta/221648550419,제주 바다가 보이는 카페제주도 조천함덕해안도로 바람과바다
D***8,청학사,201904**,M,3,무직,400~499만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안산시 상록구,건건동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",LG,SKT,청학사,https://m.blog.naver.com/yeonsulife/221652152813,SNS 서포터즈 연수구 사찰 여행 호불사와 청학사 가을 산책
D***3,아우라지,201904**,M,5,무직,100만원 미만,아니오,          ,아파트/ 주상복합,서울,강서구,방화3동,,LG,LG U+,아우라지,https://m.blog.naver.com/kooni/221672541768,정선 아리랑 시장  물 폭탄 맞은 아우라지
D***6,한국차소리문화공원,201904**,M,5,"관리직 (사장, 간부, 고위공무원)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,영등포구,신길1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,한국차소리문화공원,https://m.blog.naver.com/peri26100/220924962670,보성여행 보성차밭빛축제  한국차소리문화공원
D***2,마금산온천,201904**,M,3,,,      ,          ,,경기,오산시,금암동,,,,마금산온천,https://m.blog.naver.com/peanut_s_/221707257988,창원북면 마금산온천호텔 창원 온천 호텔 추천 리앤호텔  풀빌라 318호 후기
D***2,마금산온천,201904**,M,3,,,      ,          ,,경기,오산시,금암동,,,,마금산온천,https://m.blog.naver.com/peanut_s_/221707257988,창원북면 마금산온천호텔 창원 온천 호텔 추천 리앤호텔  풀빌라 318호 후기
D***9,강원송지호,201904**,M,5,,,      ,          ,,경기,용인시 수지구,풍덕천2동,,,,강원송지호,https://m.blog.naver.com/jhany00/221660903730,송지호 오토캠핑에서 여름휴가를
D***8,거가대교,201904**,M,4,,,      ,          ,,경기,파주시,금촌1동,,,,거가대교,https://m.blog.naver.com/ohyea95/221553123462,가덕도 가볼 만한 곳 연대봉 세계 최대 수심 해저터널 거가대교
D***0,담양호,201904**,M,3,,,      ,          ,,인천,계양구,갈현동,,,,담양호,https://m.blog.naver.com/ka8564/221652276574,담양호 용마루길따라 과녁바위산을 돌아오는 트레킹코스
D***6,호미곶,201904**,M,2,,,      ,          ,,경기,파주시,광탄면,,,,호미곶,https://m.blog.naver.com/okkmskim/221674686567,포항펜션 두남자와 함께했던 코지스위트펜션 죽도시장호미곶
D***1,풍기온천,201904**,M,2,,,      ,          ,,부산,수영구,망미1동,,,,풍기온천,https://m.blog.naver.com/sanm308/221569299218,물좋고 공기좋은 소백산풍기온천리조트
D***1,예천삼강,201904**,M,2,,,      ,          ,,부산,수영구,망미1동,,,,풍기온천,https://m.post.naver.com/viewer/postView.nhn?volumeNo=25150266&memberNo=1275074&vType=VERTICAL,대구근교 가볼만하곳 더예천 삼강문화단지위기의 삼강주막 방탈출게임
D***5,문경온천,201904**,F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,서울,은평구,불광동,,삼성,LG U+,문경온천,https://m.blog.naver.com/j3187654/221564941542,불정자연휴양림 문경온천 여행 
D***5,장호,201904**,F,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,서울,은평구,불광동,,삼성,LG U+,문경온천,https://m.blog.naver.com/qsaxzd/221623300383,장호비치캠핑장 삼척여행
D***8,농월정,201904**,F,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,단독주택,경기,안산시 단원구,초지동,,LG,알뜰폰(MVNO),농월정,https://m.blog.naver.com/roadmoog/221568172575,함양 남계서원 농월정 일두고택
D***4,진관사,201904**,M,3,,,      ,          ,,충남,아산시,음봉면,,,,진관사,https://m.blog.naver.com/ka8564/221628007626,북한산 등산코스진관사 삼천사 원점코스
D***7,청도용암온천,201904**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,경남,거제시,아주동,,삼성,알뜰폰(MVNO),청도용암온천,https://m.blog.naver.com/jangsoras2j/221716720216,청도용암온천 즐기고 빛축제까지
D***3,호미곶,201904**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,아파트/ 주상복합,경기,광주시,오포읍,"경차 (모닝, 스파크 등)",LG,KT,호미곶,https://m.blog.naver.com/okkmskim/221674686567,포항펜션 두남자와 함께했던 코지스위트펜션 죽도시장호미곶
D***4,화진포,201904**,F,2,,,      ,          ,,인천,서구,왕길동,,,,화진포,https://m.blog.naver.com/94040882/221716020914,강원도 고성 여행  화진포 신서유기에도 나왔네요
D***4,유현문화,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,인천,부평구,부평동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,SKT,유현문화,https://m.blog.naver.com/airbag1/221682877565,횡성여행 횡성호수길 5구간 국순당 유현문화관광지 풍수원성당
D***0,미천굴,201904**,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,단독주택,광주,서구,상무1동,기타 (승합차/트럭/화물차/기타 차량 등),삼성,SKT,미천굴,https://m.blog.naver.com/xodiddldkqk/221706364651,제주 일출랜드 그리고 미천굴
D***5,초당,201904**,M,5,"교직 (교사, 유치원교사, 학원강사)",100만원 미만,아니오,          ,아파트/ 주상복합,서울,관악구,성현동,"경차 (모닝, 스파크 등)",삼성,KT,초당,https://m.blog.naver.com/alicelkm/221568987442,190616 강릉 초당할머니순두부 수요미식회
D***0,추암,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,서울,구로구,구로1동,,삼성,KT,추암,http://m.blog.daum.net/_blog/_m/articleView.do?blogid=0bogl&articleno=936,해파랑길 트레킹 제32코스 한재밑 추암
D***3,내장산리조트,201904**,M,2,,,      ,          ,,경기,성남시 분당구,삼평동,,,,춘장대해수욕장,https://m.blog.naver.com/beet38/221710851873,정읍시 내장산리조트 최대규모 민자유치
D***3,춘장대해수욕장,201904**,M,2,,,      ,          ,,경기,성남시 분당구,삼평동,,,,춘장대해수욕장,https://m.blog.naver.com/ka8564/221667927409,춘장대 해수욕장과 홍원항 쭈꾸미낚시 풍경
D***1,척산온천,201904**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,단독주택,경기,광주시,경안동,,삼성,SKT,척산온천,https://m.blog.naver.com/rnara/221478732030,속초 숙소 척산온천휴양촌
D***7,서포리,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",800~899만원,아니오,          ,아파트/ 주상복합,경기,오산시,고현동,,애플,KT,서포리,https://blog.naver.com/zeroheart73/221561164544,덕적도 서포리해변 백패킹511  512
D***3,거제 남부,201904**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강동구,상일동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,LG U+,거제 남부,https://blog.naver.com/rowon98/221488555544,거제 남부 해변길 걷기함목다대다포천장산여차여차홍포전망대홍포대포근포근포마을명사저구항
D***9,사선대,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",900~999만원,아니오,          ,연립주택/ 다세대/ 빌라,경기,안양시 동안구,호계2동,,삼성,SKT,사선대,https://m.blog.naver.com/jbgokr/221566547422,선녀들도 반한 국민 관광지 임실 사선대  임실 나들이 명소
D***5,마곡온천,201904**,F,5,"주부 (전업주부, 파트타임 근무 주부)",800~899만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,서대문구,홍은1동,,LG,LG U+,마곡온천,https://m.blog.naver.com/coco_8600/221653876224,강화도 여행 마곡 맛집  동천  석모도미네랄온천
D***9,간월도,201904**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,단독주택,부산,남구,대연6동,,삼성,KT,간월도,https://m.blog.naver.com/jjun0712/221712063671,서산 간월도 간월암 다녀왔어요
D***2,약수암,201904**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,평택시,청북면,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,LG U+,약수암,https://m.blog.naver.com/jcjkks/221642522935,도당산시사재 대광사 약수암
D***0,척산온천,201904**,M,4,,,      ,          ,,,,,,,,척산온천,https://m.blog.naver.com/rnara/221478732030,속초 숙소 척산온천휴양촌
D***5,영탑사,201904**,F,5,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)","1,000만원 이상",예    ,자녀 있음 ,오피스텔,부산,연제구,연산4동,,,휴대전화 사용안함,영탑사,https://m.blog.naver.com/elderpine/221667087073,절로절로 우리절 20 당진 영탑사
D***5,제주 중문,201904**,F,2,,,      ,          ,,경기,용인시 수지구,죽전동,,,,제주 중문,https://blog.naver.com/artless1004/221708894020,행복했던 밥상 제주 중문 맛집
D***6,횡성 드림마운틴,201904**,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,아파트/ 주상복합,경기,수원시 팔달구,화서1동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",애플,LG U+,횡성 드림마운틴,https://blog.naver.com/asj910520/221251985378,드림마운틴 횡성 드림마운틴은 무엇인가
D***7,덕산온천,201904**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,광주,동구,지산동,"준대형차 (그랜저, K7, 알페온, 캠리급, 파사트급 등)",삼성,LG U+,덕산온천,https://m.blog.naver.com/oksusu90/221670136981,짧은 나들이 덕산온천여행 선물처럼 만난 코스모스
D***0,경천대,201904**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,김포시,마산동,"중형차 (쏘나타, K5, 말리부, 골프급 등)",삼성,알뜰폰(MVNO),경천대,https://m.blog.naver.com/jiyouls/221227527304,상주 경천대마음이 열리는 이곳 경천대 국민관광지
D***1,예당,201904**,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,천안시 서북구,백석동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)",삼성,SKT,예당,https://m.blog.naver.com/yesanhongbo/221505634138,[예산 가볼만한곳] 마음은 출렁! 기분은 일렁! 예당호 출렁다리 : 네이버 블로그
D***8,춘장대해수욕장,201904**,M,2,,,      ,          ,,,,,,,,춘장대해수욕장,https://m.blog.naver.com/ka8564/221667927409,춘장대 해수욕장과 홍원항 쭈꾸미낚시 풍경
D***3,임진각,201904**,F,3,무직,100만원 미만,아니오,          ,아파트/ 주상복합,경기,구리시,교문2동,,애플,SKT,임진각,https://blog.naver.com/lalla282/221708724445,파주관광지추천 아이들과 갈만한곳 임진각 평화누리공원
D***3,협재해안,201904**,F,3,무직,100만원 미만,아니오,          ,아파트/ 주상복합,경기,구리시,교문2동,,애플,SKT,임진각,https://m.blog.naver.com/yhm529/221657268440,나혼자산다수요미식회 맛집 제주 협재해안 수우동
D***8,부곡온천,201904**,F,4,"주부 (전업주부, 파트타임 근무 주부)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강동구,암사2동,,삼성,SKT,부곡온천,https://m.blog.naver.com/cngblog/221721865027,하반기 HOT 생생 부곡온천 라이브공연 12회차
